"scientific_name","common_name","previous_category","new_category","reason_for_change","year"
"Magnolia lenticellata",NA,"VU","EN","N","2016-1"
"Magnolia minor",NA,"EN","VU","N","2016-1"
"Magnolia narinensis",NA,"EN","CR","N","2016-1"
"Magnolia yarumalensis",NA,"CR","EN","N","2016-1"
"Malus hupehensis","Chinese Crab Apple","DD","LC","N","2016-3"
"Malus komarovii",NA,"VU","EN","N","2016-1"
"Mangifera andamanica",NA,"EN","NT","N","2016-3"
"Mangifera austro-indica",NA,"VU","EN","N","2016-3"
"Mangifera collina",NA,"DD","EN","N","2016-3"
"Mangifera minutifolia",NA,"VU","EN","N","2016-3"
"Mangifera pentandra",NA,"VU","DD","N","2016-3"
"Maniltoa vestita",NA,"LR/nt","LC","N","2016-3"
"Metrosideros ochrantha",NA,"VU","CR","N","2016-3"
"Nesohedyotis arborea","St Helena Dogwood","EN","CR","N","2016-1"
"Neuburgia alata",NA,"LR/nt","EN","G","2016-3"
"Neuburgia macrocarpa",NA,"LR/nt","DD","N","2016-3"
"Parkia parrii",NA,"CR","DD","N","2016-3"
"Pistacia mexicana",NA,"VU","NT","N","2016-3"
"Quercus boyntonii","Boynton Oak","EN","CR","N","2016-1"
"Raphia australis","Giant Palm","DD","VU","N","2016-3"
"Schefflera euthytricha",NA,"DD","EN","N","2016-3"
"Elaphoglossum furcatum","Mossy Fern","VU","NT","N","2016-1"
"Elaphoglossum nervosum","Veined Tongue-fern","EN","CR","G","2016-1"
"Aloe elkerriana",NA,"DD","LC","E","2016-1"
"Aloe macleayi",NA,"EN","LC","E","2016-1"
"Brachycorythis disoides",NA,"EN","VU","E","2016-3"
"Clermontia peleana","ʻoha","EW","CR","N","2016-2"
"Clermontia samuelii",NA,"CR","EN","N","2016-2"
"Cyanea copelandii",NA,"CR","EN","N","2016-2"
"Cyanea eleeleensis","`oha Wai","CR","EX","G","2016-2"
"Cyanea marksii","Mark's Cyanea","EX","CR","N","2016-2"
"Cyanea truncata","Punaluu Cyanea","EW","CR","N","2016-2"
"Cyperus lateriticus",NA,"VU","EN","N","2016-3"
"Delissea kauaiensis",NA,"EX","CR","N","2016-1"
"Distichia acicularis",NA,"NT","LC","N","2016-1"
"Eriospermum halenbergense",NA,"VU","LC","N","2016-3"
"Eryngium galioides",NA,"LC","EN","N","2016-1"
"Frankenia portulacifolia","St Helena Tea Plant","VU","CR","N","2016-1"
"Hibiscadelphus woodii",NA,"CR","EX","G","2016-2"
"Melicope macropus",NA,"EN","EX","G","2016-2"
"Trimeris scaevolifolia","St Helena Lobelia","EN","VU","N","2016-1"
"Wahlenbergia angustifolia","Small Bellflower","EN","VU","N","2016-1"
"Wikstroemia villosa","Hairy Wikstroemia","EX","CR","N","2016-2"
"Allactaga tetradactyla","Four-toed Jerboa","VU","DD","N","2017-2"
"Antilope cervicapra","Blackbuck","NT","LC","N","2017-2"
"Aotus nancymaae","Nancy Ma’s Night Monkey","LC","VU","G","2017-1"
"Batomys granti","Cordillera Hairy Tailed Rat","NT","LC","N","2017-3"
"Cephalophus adersi","Aders' Duiker","CR","VU","N","2017-2"
"Cephalorhynchus commersonii","Commerson's Dolphin","DD","LC","N","2017-3"
"Chiropodomys major","Greater Pencil-tailed Tree Mouse","DD","LC","N","2017-2"
"Chrotomys mindorensis","Lowland Chrotomys","NT","LC","N","2017-2"
"Crateromys australis","Dinagat Bushy-tailed Cloud Rat","CR","DD","N","2017-2"
"Crocidura monax","Kilimanjaro Shrew","LC","DD","N","2017-3"
"Crocidura niobe","Niobe's Shrew","NT","LC","N","2017-2"
"Crocidura usambarae","Usambara Shrew","EN","VU","N","2017-3"
"Cryptotis griseoventris",NA,"VU","EN","N","2017-3"
"Cryptotis meridensis","Merida Small-eared Shrew","LC","VU","N","2017-3"
"Delphinapterus leucas","Beluga Whale","NT","LC","N","2017-3"
"Dinomys branickii","Pacarana","VU","LC","N","2017-2"
"Emballonura furax","New Guinea Sheath-tailed Bat","DD","LC","N","2017-2"
"Eudorcas tilonura","Heuglin's Gazelle","VU","EN","G","2017-2"
"Felovia vae","Felou Gundi","DD","LC","N","2017-2"
"Gazella arabica","Arabian Gazelle","DD","VU","N","2017-2"
"Gazella gazella","Mountain Gazelle","VU","EN","N","2017-2"
"Habromys delicatulus","Delicate Deer Mouse","CR","EN","N","2017-2"
"Hipposideros corynophyllus","Telefomin Leaf-nosed Bat","DD","LC","N","2017-2"
"Hipposideros edwardshilli","Hill's Leaf-nosed Bat","DD","VU","N","2017-2"
"Hipposideros muscinus","Fly River Leaf-nosed Bat","DD","LC","N","2017-2"
"Hipposideros semoni","Semon's Leaf-nosed Bat","DD","LC","N","2017-2"
"Hylaeamys oniscus","Sowbug Rice Rat","VU","NT","N","2017-2"
"Kobus leche","Southern Lechwe","LC","NT","G","2017-2"
"Microtus kikuchii","Taiwan Vole","NT","LC","N","2017-2"
"Monodon monoceros","Narwhal","NT","LC","N","2017-3"
"Mormopterus acetabulosus","Mauritian Free-tailed Bat","VU","EN","N","2017-2"
"Mormopterus loriae","Loria’s Free-tailed Bat","LC","DD","N","2017-3"
"Neophocaena asiaeorientalis","Narrow-ridged Finless Porpoise","VU","EN","G","2017-3"
"Neotoma bryanti","Bryant's Woodrat","EN","LC","N","2017-3"
"Niviventer cremoriventer","Sundaic Arboreal Niviventer","VU","LC","N","2017-2"
"Niviventer culturatus","Soft-furred Taiwan Niviventer","NT","LC","N","2017-2"
"Nyctimene malaitensis","Malaita Tube-nosed Bat","DD","LC","N","2017-2"
"Orcaella brevirostris","Irrawaddy Dolphin","VU","EN","G","2017-3"
"Orcaella heinsohni","Australian Snubfin Dolphin","NT","VU","N","2017-3"
"Panthera uncia","Snow Leopard","EN","VU","N","2017-2"
"Pelea capreolus","Grey Rhebok","LC","NT","G","2017-2"
"Perognathus alticola","White-eared Pocket Mouse","EN","VU","N","2017-2"
"Pipistrellus murrayi","Christmas Island Pipistrelle","CR","EX","G","2017-2"
"Prometheomys schaposchnikowi","Long-clawed Mole Vole","NT","LC","N","2017-2"
"Pseudocheirus occidentalis","Western Ringtail Possum","VU","CR","G","2017-3"
"Pteralopex taki","New Georgia Monkey-faced Bat","EN","VU","N","2017-2"
"Pteropus cognatus","Makira Flying Fox","EN","VU","N","2017-2"
"Pteropus dasymallus","Ryukyu Flying Fox","NT","VU","N","2017-2"
"Pteropus mahaganus","Sanborn's Flying Fox","VU","LC","N","2017-2"
"Pteropus pselaphon","Bonin Flying Fox","CR","EN","N","2017-2"
"Pteropus rennelli","Rennell Flying Fox","VU","EN","G","2017-2"
"Pteropus rodricensis","Rodrigues Flying Fox","CR","EN","G","2017-2"
"Pteropus woodfordi","Dwarf Flying Fox","VU","LC","N","2017-2"
"Rattus jobiensis","Yapen Rat","NT","LC","N","2017-2"
"Rattus mindorensis","Mindoro Mountain Rat","DD","LC","N","2017-2"
"Redunca fulvorufula","Mountain Reedbuck","LC","EN","G","2017-2"
"Rhynchocyon cirnei","Chequered Sengi","NT","LC","N","2017-2"
"Saccolaimus mixtus","Papuan Sheath-tailed Bat","DD","NT","N","2017-2"
"Sicista kluchorica","Kluchor Birch Mouse","NT","LC","N","2017-2"
"Sousa chinensis","Indo-Pacific Humpback Dolphin","NT","VU","N","2017-3"
"Sousa teuszii","Atlantic Humpbacked Dolphin","VU","CR","N","2017-3"
"Sus ahoenobarbus","Palawan Bearded Pig","VU","NT","N","2017-3"
"Thomasomys incanus","Inca Oldfield Mouse","VU","LC","N","2017-2"
"Thomasomys ischyrus","Strong-tailed Oldfield Mouse","VU","LC","N","2017-2"
"Thomasomys kalinowskii","Kalinowski's Oldfield Mouse","VU","LC","N","2017-2"
"Tragelaphus derbianus","Giant Eland","LC","VU","G","2017-2"
"Urocitellus brunneus","Norhern Idaho Ground Squirrel","VU","CR","N","2017-2"
"Acrocephalus brevipennis","Cape Verde Swamp-warbler","EN","VU","N","2017-3"
"Acrocephalus rimitarae","Rimatara Reed-warbler","VU","CR","N","2017-3"
"Aegotheles wallacii","Wallace's Owlet-nightjar","DD","LC","N","2017-3"
"Aglaeactis castelnaudii","White-tufted Sunbeam","LC","NT","N","2017-3"
"Alectroenas sganzini","Comoro Blue-pigeon","LC","NT","N","2017-3"
"Alopecoenas rubescens","Marquesas Ground-dove","VU","EN","N","2017-3"
"Amazona auropalliata","Yellow-naped Amazon","VU","EN","N","2017-3"
"Amazona brasiliensis","Red-tailed Amazon","VU","NT","G","2017-3"
"Amazona rhodocorytha","Red-browed Amazon","EN","VU","N","2017-3"
"Ammospiza caudacuta","Saltmarsh Sparrow","VU","EN","N","2017-3"
"Anthus crenatus","Yellow-tufted Pipit","LC","NT","N","2017-3"
"Anthus hoeschi","Mountain Pipit","LC","NT","N","2017-3"
"Aplonis brunneicapillus","White-eyed Starling","EN","VU","N","2017-3"
"Aplonis santovestris","Mountain Starling","VU","EN","N","2017-3"
"Apteryx mantelli","Northern Brown Kiwi","EN","VU","G","2017-3"
"Apteryx rowi","Okarito Kiwi","EN","VU","G","2017-3"
"Automolus lammi","Pernambuco Foliage-gleaner","VU","EN","N","2017-3"
"Batis minima","Gabon Batis","NT","LC","N","2017-3"
"Brachypodius fuscoflavescens","Andaman Bulbul","NT","LC","N","2017-3"
"Bubo scandiacus","Snowy Owl","LC","VU","N","2017-3"
"Buteo trizonatus","Forest Buzzard","LC","NT","N","2017-3"
"Cacomantis aeruginosus","Moluccan Cuckoo","NT","LC","N","2017-3"
"Calcarius ornatus","Chestnut-collared Longspur","NT","VU","N","2017-3"
"Casuarius casuarius","Southern Cassowary","VU","LC","N","2017-3"
"Casuarius unappendiculatus","Northern Cassowary","VU","LC","N","2017-3"
"Certhidea olivacea","Green Warbler-finch","LC","VU","N","2017-3"
"Ceyx gentianus","San Cristobal Dwarf-kingfisher","NT","LC","N","2017-3"
"Chaetops aurantius","Drakensberg Rockjumper","LC","NT","N","2017-3"
"Chaetops frenatus","Cape Rockjumper","LC","NT","N","2017-3"
"Charadrius obscurus","Southern Red-breasted Plover","EN","CR","G","2017-3"
"Cinnyris ursulae","Ursula's Sunbird","NT","LC","N","2017-3"
"Circus maurus","Black Harrier","VU","EN","N","2017-3"
"Cisticola aberdare","Aberdare Cisticola","EN","VU","N","2017-3"
"Conothraupis mesoleuca","Cone-billed Tanager","CR","EN","N","2017-3"
"Coua verreauxi","Verreaux's Coua","NT","LC","N","2017-3"
"Crithagra leucoptera","Protea Canary","LC","NT","N","2017-3"
"Crithagra melanochroa","Kipengere Seedeater","NT","LC","N","2017-3"
"Cryptospiza shelleyi","Shelley's Crimsonwing","VU","EN","N","2017-3"
"Cyanoramphus novaezelandiae","Red-fronted Parakeet","NT","LC","N","2017-3"
"Cyclopsitta coxeni","Coxen's Fig-parrot","CR","EN","N","2017-3"
"Dendrocitta bayleii","Andaman Treepie","NT","VU","N","2017-3"
"Dendropicos dorae","Arabian Woodpecker","VU","NT","N","2017-3"
"Dicaeum proprium","Whiskered Flowerpecker","NT","LC","N","2017-3"
"Dicrurus andamanensis","Andaman Drongo","NT","LC","N","2017-3"
"Diomedea antipodensis","Antipodean Albatross","VU","EN","G","2017-3"
"Dryocopus hodgei","Andaman Woodpecker","NT","VU","N","2017-3"
"Emberiza aureola","Yellow-breasted Bunting","EN","CR","G","2017-3"
"Emberiza socotrana","Socotra Bunting","VU","NT","N","2017-3"
"Epimachus fastosus","Black Sicklebill","VU","LC","N","2017-3"
"Eriocnemis mirabilis","Colorful Puffleg","CR","EN","N","2017-3"
"Estrilda poliopareia","Anambra Waxbill","VU","NT","N","2017-3"
"Eumyias albicaudatus","Nilgiri Flycatcher","NT","LC","N","2017-3"
"Eunymphicus uvaeensis","Ouvea Parakeet","EN","VU","N","2017-3"
"Euptilotis neoxenus","Eared Quetzal","NT","LC","N","2017-3"
"Falco concolor","Sooty Falcon","NT","VU","N","2017-3"
"Ficedula nigrorufa","Black-and-orange Flycatcher","NT","LC","N","2017-3"
"Fraseria tessmanni","Tessmann's Flycatcher","DD","LC","N","2017-3"
"Garrulax mitratus","Chestnut-capped Laughingthrush","LC","NT","G","2017-3"
"Geocolaptes olivaceus","Ground Woodpecker","LC","NT","N","2017-3"
"Geothlypis beldingi","Belding's Yellowthroat","EN","VU","N","2017-3"
"Goldmania violiceps","Violet-capped Hummingbird","LC","NT","N","2017-3"
"Haematopus moquini","African Oystercatcher","NT","LC","N","2017-3"
"Haliaeetus leucoryphus","Pallas's Fish-eagle","VU","EN","N","2017-3"
"Hemitriccus kaempferi","Kaempfer's Tody-tyrant","EN","VU","N","2017-3"
"Henicorhina anachoreta","Hermit Wood-wren","LC","NT","N","2017-3"
"Herpsilochmus gentryi","Ancient Antwren","NT","LC","N","2017-3"
"Heteroglaux blewitti","Forest Owlet","CR","EN","N","2017-3"
"Heteromirafra ruddi","Rudd's Lark","VU","EN","N","2017-3"
"Hypocnemis ochrogyna","Rondonia Antwarbler","LC","VU","N","2017-3"
"Hypsipetes borbonicus","Reunion Bulbul","LC","NT","N","2017-3"
"Incaspiza ortizi","Grey-winged Inca-finch","VU","LC","N","2017-3"
"Kittacincla albiventris","Andaman Shama","NT","LC","N","2017-3"
"Kupeornis gilberti","White-throated Mountain-babbler","EN","VU","N","2017-3"
"Lanius ludovicianus","Loggerhead Shrike","LC","NT","N","2017-3"
"Lanius meridionalis","Iberian Grey Shrike","LC","VU","G","2017-3"
"Leptodon forbesi","White-collared Kite","CR","EN","N","2017-3"
"Lybius leucogaster","White-bellied Barbet","LC","EN","N","2017-3"
"Macropygia rufipennis","Andaman Cuckoo-dove","NT","LC","N","2017-3"
"Malaconotus alius","Uluguru Bush-shrike","CR","EN","N","2017-3"
"Malindangia mcgregori","McGregor's Cuckooshrike","NT","LC","N","2017-3"
"Megacrex inepta","New Guinea Flightless Rail","NT","LC","N","2017-3"
"Melanocharis arfakiana","Obscure Berrypecker","DD","LC","N","2017-3"
"Melignomon eisentrauti","Yellow-footed Honeyguide","DD","NT","N","2017-3"
"Mimus trifasciatus","Floreana Mockingbird","CR","EN","G","2017-3"
"Mirafra cheniana","Melodious Lark","NT","LC","N","2017-3"
"Monticola explorator","Sentinel Rock-thrush","LC","NT","N","2017-3"
"Morus capensis","Cape Gannet","VU","EN","N","2017-3"
"Myrmotherula klagesi","Klages's Antwren","NT","VU","G","2017-3"
"Myzomela batjanensis","Bacan Myzomela","NT","VU","N","2017-3"
"Nestor notabilis","Kea","VU","EN","G","2017-3"
"Ninox affinis","Andaman Boobook","NT","LC","N","2017-3"
"Ninox granti","Guadalcanal Boobook","VU","NT","N","2017-3"
"Ninox spilonotus","Romblon Boobook","VU","EN","N","2017-3"
"Ninox sumbaensis","Least Boobook","NT","EN","N","2017-3"
"Nyctiprogne vielliardi","Bahian Nighthawk","NT","LC","N","2017-3"
"Onychoprion aleuticus","Aleutian Tern","LC","VU","N","2017-3"
"Otus balli","Andaman Scops-owl","NT","LC","N","2017-3"
"Otus capnodes","Anjouan Scops-owl","CR","EN","N","2017-3"
"Otus moheliensis","Moheli Scops-owl","CR","EN","N","2017-3"
"Otus pauliani","Grand Comoro Scops-owl","CR","EN","N","2017-3"
"Oxyura maccoa","Maccoa Duck","NT","VU","G","2017-3"
"Passer italiae","Italian Sparrow","LC","VU","N","2017-3"
"Pedionomus torquatus","Plains-wanderer","EN","CR","G","2017-3"
"Pelecanus crispus","Dalmatian Pelican","VU","NT","G","2017-3"
"Phylloscartes ceciliae","Alagoas Tyrannulet","EN","CR","N","2017-3"
"Pionus reichenowi","Blue-breasted Parrot","LC","VU","N","2017-3"
"Poicephalus robustus","Cape Parrot","LC","VU","N","2017-3"
"Pomarea iphis","Iphis Monarch","VU","CR","N","2017-3"
"Procellaria westlandica","Westland Petrel","VU","EN","G","2017-3"
"Promerops gurneyi","Gurney's Sugarbird","LC","NT","N","2017-3"
"Ptilopachus nahani","Nahan's Partridge","EN","VU","N","2017-3"
"Pyrrhura griseipectus","Grey-breasted Parakeet","CR","EN","N","2017-3"
"Pyrrhura leucotis","White-eared Parakeet","NT","VU","N","2017-3"
"Rallicula mayri","Mayr's Forest-rail","DD","LC","N","2017-3"
"Rallina canningi","Andaman Crake","NT","LC","N","2017-3"
"Rissa tridactyla","Black-legged Kittiwake","LC","VU","G","2017-3"
"Schistolais leontica","Sierra Leone Prinia","VU","EN","N","2017-3"
"Semioptera wallacii","Standardwing Bird-of-paradise","NT","LC","N","2017-3"
"Setophaga angelae","Elfin Woods Warbler","VU","EN","N","2017-3"
"Sittiparus owstoni","Izu Tit","NT","EN","N","2017-3"
"Spelaeornis kinneari","Pale-throated Wren-babbler","VU","NT","N","2017-3"
"Spilornis elgini","Andaman Serpent-eagle","NT","VU","N","2017-3"
"Sporophila maximiliani","Great-billed Seed-finch","VU","EN","G","2017-3"
"Strix butleri","Omani Owl","LC","DD","E","2017-1"
"Sylvia buryi","Yemen Warbler","VU","NT","N","2017-3"
"Sylvia nigricapillus","Bush Blackcap","NT","VU","N","2017-3"
"Synallaxis hellmayri","Red-shouldered Spinetail","NT","LC","N","2017-3"
"Synallaxis tithys","Blackish-headed Spinetail","EN","VU","N","2017-3"
"Thalassarche melanophris","Black-browed Albatross","NT","LC","N","2017-3"
"Todiramphus nigrocyaneus","Blue-black Kingfisher","DD","NT","N","2017-3"
"Todirostrum viridanum","Maracaibo Tody-flycatcher","NT","LC","N","2017-3"
"Troglodytes cobbi","Cobb's Wren","VU","LC","G","2017-3"
"Turdus menachensis","Yemen Thrush","VU","NT","N","2017-3"
"Uroglaux dimorpha","Papuan Hawk-owl","DD","LC","N","2017-3"
"Vini ultramarina","Ultramarine Lorikeet","EN","CR","N","2017-3"
"Vireo bairdi","Cozumel Vireo","LC","NT","N","2017-3"
"Xipholena atropurpurea","White-winged Cotinga","EN","VU","N","2017-3"
"Achalinus werneri","Amami Takachiho Snake","VU","NT","N","2017-3"
"Acontias breviceps","Short-headed Legless Skink","NT","LC","N","2017-1"
"Acontias rieppeli","Woodbush Legless Skink","VU","EN","N","2017-1"
"Anadia pulchella","Ruthven's Anadia","VU","NT","N","2017-2"
"Aprasia aurita","Eared Worm-lizard","CR","NT","N","2017-3"
"Aspidites ramsayi","Woma","EN","LC","N","2017-3"
"Bitis inornata","Plain Mountain Adder","VU","EN","N","2017-1"
"Bradypodion dracomontanum","Drakensberg Dwarf Chameleon","LC","NT","N","2017-1"
"Bradypodion thamnobates","Natal Midlands Dwarf Chameleon","LR/nt","VU","N","2017-1"
"Calamaria pfefferi","Pfeffer's Reed Snake","DD","EN","N","2017-3"
"Callopistes maculatus","Spotted False Monitor","DD","LC","N","2017-2"
"Celestus duquesneyi","Blue-tailed Galliwasp","DD","CR","N","2017-2"
"Celestus occiduus","Jamaica Giant Galliwasp","EX","CR","N","2017-2"
"Chelonoidis chathamensis","San Cristóbal Giant Tortoise","VU","EN","N","2017-3"
"Chelonoidis duncanensis","Pinzón Giant Tortoise","EW","VU","N","2017-3"
"Chelonoidis porteri","Western Santa Cruz Giant Tortoise","EN","CR","N","2017-3"
"Contomastix vittata",NA,"CR","VU","N","2017-2"
"Cordylus aridus","Dwarf Karoo Girdled Lizard","EN","LC","N","2017-1"
"Cordylus mclachlani","Mclachlan's Girdled Lizard","VU","LC","N","2017-1"
"Cryptactites peringueyi","Salt Marsh Gecko","DD","CR","N","2017-1"
"Ctenoblepharys adspersa","Cabezona","NT","VU","N","2017-2"
"Ctenophorus yinnietharra","Yinnietharra Rock Dragon","VU","LC","N","2017-3"
"Ctenotus lancelini","Lancelin Island Skink","VU","CR","N","2017-3"
"Ctenotus zastictus","Hamelin Ctenotus","VU","NT","G","2017-3"
"Delma impar","Striped Legless Lizard","VU","EN","G","2017-3"
"Denisonia maculata","Ornamental Snake","VU","DD","N","2017-3"
"Dipsas sanctijoannis","Tropical Snail-eater","DD","LC","N","2017-2"
"Echiopsis curta","Bardick","NT","LC","N","2017-3"
"Elapognathus minor","Little Brown Snake","LR/nt","LC","N","2017-3"
"Emoia nativitatis","Christmas Island Whiptail-skink","CR","EX","G","2017-3"
"Erythrolamprus williamsi","Williams' Ground Snake","EN","NT","N","2017-2"
"Gerrhosaurus typicus","Karoo Plated Lizard","LR/nt","LC","N","2017-1"
"Goggia gemmula","Richtersveld Pygmy Gecko","DD","NT","N","2017-1"
"Goggia microlepidota","Small-scaled Gecko","LR/nt","LC","N","2017-1"
"Goniurosaurus kuroiwae","Kuroiwa's Ground Gecko","EN","VU","N","2017-3"
"Gymnophthalmus pleii","Rough-scaled Worm Lizard","EN","NT","N","2017-2"
"Homopholis mulleri","Muller's Velvet Gecko","LR/nt","VU","G","2017-1"
"Homopus signatus","Speckled Dwarf Tortoise","LR/nt","VU","G","2017-1"
"Inyoka swazicus","Swazi Rock Snake","LR/nt","LC","N","2017-1"
"Lamprophis fiskii","Fisk's Snake","DD","LC","N","2017-1"
"Lamprophis fuscus","Yellow-bellied Snake","LR/nt","LC","N","2017-1"
"Lepidodactylus listeri","Christmas Island Chained Gecko","VU","EW","G","2017-3"
"Liolaemus curicensis","Curicen Tree Iguana","DD","LC","N","2017-2"
"Liolaemus curis",NA,"DD","CR","N","2017-2"
"Liolaemus maldonadae",NA,"DD","LC","N","2017-2"
"Liolaemus mapuche",NA,"DD","LC","N","2017-2"
"Liolaemus paulinae",NA,"DD","CR","N","2017-2"
"Liolaemus signifer","Zodiac Tree Iguana","LC","NT","N","2017-2"
"Liolaemus walkeri",NA,"DD","NT","N","2017-2"
"Liolaemus williamsi",NA,"DD","LC","N","2017-2"
"Ouroborus cataphractus","Armadillo Girdled Lizard","VU","LC","N","2017-1"
"Pareas iwasakii","Iwasaki's Snail-eater","DD","NT","N","2017-3"
"Perochirus ateles","Micronesia Saw-tailed Gecko","EN","VU","N","2017-3"
"Platysaurus relictus","Soutpansberg Flat Lizard","LR/nt","LC","G","2017-1"
"Plestiodon kishinouyei","Japanese Skink","LR/nt","VU","N","2017-3"
"Polychrus peruvianus",NA,"DD","VU","N","2017-2"
"Pristidactylus alvaroi",NA,"DD","EN","N","2017-2"
"Pristidactylus valeriae",NA,"DD","EN","N","2017-2"
"Pseudemoia baudini","Baudin’s Skink","DD","LC","N","2017-3"
"Ramphotyphlops exocoeti","Christmas Island Blind Snake","VU","EN","G","2017-3"
"Scelotes guentheri","Günther's Dwarf Burrowing Skink","VU","EX","N","2017-1"
"Scelotes inornatus","Durban Dwarf Burrowing Skink","EN","CR","N","2017-1"
"Scelotes kasneri","Kasner's Dwarf Burrowing Skink","VU","NT","N","2017-1"
"Sphaerodactylus torrei","Cuban Broad-banded Sphaero","VU","EN","N","2017-3"
"Telescopus rhinopoma","Indian Desert Tiger Snake","LC","DD","N","2017-2"
"Typhlosaurus lomiae","Lomi's Blind Legless Skink","VU","NT","N","2017-1"
"Xenocalamus transvaalensis","Speckled Quill-snouted Snake","DD","LC","N","2017-1"
"Afrixalus nigeriensis","Nigeria Banana Frog","NT","LC","N","2017-2"
"Agalychnis moreletii","Morelet's Treefrog","CR","LC","N","2017-3"
"Allobates wayuu",NA,"VU","LC","N","2017-3"
"Alsodes barrioi","Cabreria Spiny-chest Frog","VU","EN","N","2017-2"
"Alsodes norae",NA,"DD","EN","N","2017-2"
"Ameerega ingeri","Niceforo's Poison Frog","CR","DD","N","2017-3"
"Amietia ruwenzorica","Ruwenzori River Frog","DD","LC","N","2017-2"
"Amietia tenuoplicata","Amani River Frog","NT","LC","N","2017-2"
