"name","year","category"
"Callithrix flaviceps","1994","E"
"Callithrix flaviceps","1990","E"
"Callithrix flaviceps","1988","E"
"Callithrix flaviceps","1986","E"
"Callithrix flaviceps","1982","E"
"Callithrix geoffroyi","2018","LC"
"Callithrix geoffroyi","2008","LC"
"Callithrix geoffroyi","2000","VU"
"Callithrix geoffroyi","1996","VU"
"Callithrix geoffroyi","1994","V"
"Callithrix kuhlii","2019","VU"
"Callithrix kuhlii","2008","NT"
"Callithrix kuhlii","2003","LC"
"Callithrix kuhlii","2000","LR/lc"
"Callithrix kuhlii","1996","LR/lc"
"Callithrix kuhlii","1994","V"
"Callopistes maculatus","2017","LC"
"Callopistes maculatus","1996","DD"
"Callopistes maculatus","1994","V"
"Callorhinus ursinus","2015","VU"
"Callorhinus ursinus","2008","VU"
"Callorhinus ursinus","1996","VU"
"Callosciurus adamsi","2016","NT"
"Callosciurus adamsi","2008","VU"
"Callosciurus adamsi","1996","LR/lc"
"Callosciurus albescens","2016","DD"
"Callosciurus albescens","2008","DD"
"Callosciurus albescens","1996","LR/lc"
"Callosciurus baluensis","2016","LC"
"Callosciurus baluensis","2008","LC"
"Callosciurus baluensis","1996","LR/lc"
"Callosciurus caniceps","2016","LC"
"Callosciurus caniceps","2008","LC"
"Callosciurus caniceps","1996","LR/lc"
"Callosciurus erythraeus","2017","LC"
"Callosciurus erythraeus","2008","LC"
"Callosciurus erythraeus","1996","LR/lc"
"Callosciurus finlaysonii","2017","LC"
"Callosciurus finlaysonii","2008","LC"
"Callosciurus finlaysonii","1996","LR/lc"
"Callosciurus inornatus","2016","LC"
"Callosciurus inornatus","2008","LC"
"Callosciurus inornatus","1996","LR/lc"
"Callosciurus melanogaster","2016","VU"
"Callosciurus melanogaster","2008","VU"
"Callosciurus melanogaster","1996","LR/lc"
"Callosciurus nigrovittatus","2019","LC"
"Callosciurus nigrovittatus","2008","NT"
"Callosciurus nigrovittatus","1996","LR/lc"
"Callosciurus notatus","2016","LC"
"Callosciurus notatus","2008","LC"
"Callosciurus notatus","1996","LR/lc"
"Callosciurus orestes","2016","LC"
"Callosciurus orestes","2008","LC"
"Callosciurus orestes","1996","LR/lc"
"Callosciurus phayrei","2016","LC"
"Callosciurus phayrei","2008","LC"
"Callosciurus phayrei","1996","LR/lc"
"Callosciurus prevostii","2016","LC"
"Callosciurus prevostii","2008","LC"
"Callosciurus prevostii","1996","LR/lc"
"Callosciurus pygerythrus","2016","LC"
"Callosciurus pygerythrus","2008","LC"
"Callosciurus pygerythrus","1996","VU"
"Callosciurus quinquestriatus","2019","LC"
"Callosciurus quinquestriatus","2008","NT"
"Callosciurus quinquestriatus","1996","VU"
"Calomys boliviae","2016","LC"
"Calomys boliviae","2008","LC"
"Calomys boliviae","1996","LR/lc"
"Calomys callidus","2016","LC"
"Calomys callidus","2008","LC"
"Calomys callidus","1996","LR/lc"
"Calomys callosus","2016","LC"
"Calomys callosus","2008","LC"
"Calomys callosus","1996","LR/lc"
"Calomys hummelincki","2016","LC"
"Calomys hummelincki","2010","LC"
"Calomys hummelincki","2008","VU"
"Calomys hummelincki","1996","LR/lc"
"Calomys laucha","2016","LC"
"Calomys laucha","2008","LC"
"Calomys laucha","1996","LR/lc"
"Calomys lepidus","2016","LC"
"Calomys lepidus","2008","LC"
"Calomys lepidus","1996","LR/lc"
"Calomys musculinus","2016","LC"
"Calomys musculinus","2008","LC"
"Calomys musculinus","1996","LR/lc"
"Calomys sorellus","2016","LC"
"Calomys sorellus","2008","LC"
"Calomys sorellus","1996","LR/lc"
"Calomys tener","2016","LC"
"Calomys tener","2008","LC"
"Calomys tener","1996","LR/lc"
"Calomyscus bailwardi","2016","LC"
"Calomyscus bailwardi","2008","LC"
"Calomyscus bailwardi","1996","LR/lc"
"Calomyscus baluchi","2016","LC"
"Calomyscus baluchi","2008","LC"
"Calomyscus baluchi","1996","LR/lc"
"Calomyscus hotsoni","2016","LC"
"Calomyscus hotsoni","2008","LC"
"Calomyscus hotsoni","1996","EN"
"Calomyscus mystax","2016","LC"
"Calomyscus mystax","2008","LC"
"Calomyscus mystax","1996","LR/nt"
"Calomyscus tsolovi","2016","DD"
"Calomyscus tsolovi","2008","DD"
"Calomyscus tsolovi","1996","LR/nt"
"Calomyscus urartensis","2016","LC"
"Calomyscus urartensis","2008","LC"
"Calomyscus urartensis","1996","LR/nt"
"Caloprymnus campestris","2016","EX"
"Caloprymnus campestris","2008","EX"
"Caloprymnus campestris","1996","EX"
"Caloprymnus campestris","1994","Ex"
"Caloprymnus campestris","1990","I"
"Caloprymnus campestris","1988","I"
"Caloprymnus campestris","1986","I"
"Caloprymnus campestris","1982","I"
"Caloprymnus campestris","1965",NA
"Calopteryx angustipennis","2018","LC"
"Calopteryx angustipennis","2006","LC"
"Calopteryx angustipennis","1996","LR/nt"
"Calopteryx angustipennis","1994","R"
"Calopteryx angustipennis","1990","I"
"Calopteryx angustipennis","1988","I"
"Calopteryx angustipennis","1986","I"
"Calopteryx syriaca","2010","EN"
"Calopteryx syriaca","2007","EN"
"Calopteryx syriaca","1996","EN"
"Calopteryx syriaca","1994","E"
"Calopteryx syriaca","1990","E"
"Calopteryx syriaca","1988","E"
"Calopteryx syriaca","1986","E"
"Calotes liocephalus","1996","EN"
"Caluromys lanatus","2015","LC"
"Caluromys lanatus","2008","LC"
"Caluromys lanatus","1996","LR/nt"
"Caluromys philander","2015","LC"
"Caluromys philander","2008","LC"
"Caluromys philander","1996","LR/nt"
"Caluromys derbianus","2015","LC"
"Caluromys derbianus","2008","LC"
"Caluromys derbianus","1996","VU"
"Caluromysiops irrupta","2015","LC"
"Caluromysiops irrupta","2008","LC"
"Caluromysiops irrupta","1996","VU"
"Cambarellus blacki","2010","DD"
"Cambarellus blacki","1996","EN"
"Cambarellus diminutus","2010","DD"
"Cambarellus diminutus","1996","VU"
"Cambarellus lesliei","2010","LC"
"Cambarellus lesliei","1996","VU"
"Cambarus batchi","2010","LC"
"Cambarus batchi","1996","VU"
"Cambarus batchi","1994","I"
"Cambarus batchi","1990","I"
"Cambarus batchi","1988","I"
"Cambarus batchi","1986","I"
"Cambarus bouchardi","2010","NT"
"Cambarus bouchardi","1996","VU"
"Cambarus bouchardi","1994","I"
"Cambarus bouchardi","1990","I"
"Cambarus bouchardi","1988","I"
"Cambarus bouchardi","1986","I"
"Cambarus catagius","2010","DD"
"Cambarus catagius","1996","VU"
"Cambarus catagius","1994","I"
"Cambarus catagius","1990","I"
"Cambarus catagius","1988","I"
"Cambarus catagius","1986","I"
"Cambarus extraneus","2010","DD"
"Cambarus extraneus","1996","VU"
"Cambarus extraneus","1994","I"
"Cambarus extraneus","1990","I"
"Cambarus extraneus","1988","I"
"Cambarus extraneus","1986","I"
"Cambarus obeyensis","2010","CR"
"Cambarus obeyensis","1996","VU"
"Cambarus obeyensis","1994","I"
"Cambarus obeyensis","1990","I"
"Cambarus obeyensis","1988","I"
"Cambarus obeyensis","1986","I"
"Cambarus zophonastes","2010","CR"
"Cambarus zophonastes","1996","CR"
"Cambarus zophonastes","1994","E"
"Cambarus zophonastes","1990","E"
"Cambarus zophonastes","1988","E"
"Cambarus zophonastes","1986","E"
"Cambarus deweesae","2010","LC"
"Cambarus deweesae","1996","EN"
"Cambarus pristinus","2010","DD"
"Cambarus pristinus","1996","VU"
"Cambarus pyronotus","2010","DD"
"Cambarus pyronotus","1996","EN"
"Cambarus subterraneus","2010","CR"
"Cambarus subterraneus","1996","EN"
"Cambarus tartarus","2010","CR"
"Cambarus tartarus","1996","CR"
"Cambarus williami","2010","NT"
"Cambarus williami","1996","EN"
"Cambarus truncatus","2010","NT"
"Cambarus truncatus","1996","EN"
"Cambarus unestami","2010","LC"
"Cambarus unestami","1996","VU"
"Cambarus veteranus","2010","DD"
"Cambarus veteranus","1996","VU"
"Cambarus aculabrum","2010","CR"
"Cambarus aculabrum","1996","EN"
"Cambarus chaugaensis","2010","LC"
"Cambarus chaugaensis","1996","VU"
"Cambarus coosawattae","2010","NT"
"Cambarus coosawattae","1996","VU"
"Cambarus cryptodytes","2010","LC"
"Cambarus cryptodytes","1996","VU"
"Cambarus cymatilis","2010","EN"
"Cambarus cymatilis","1996","VU"
"Cambarus elkensis","2010","VU"
"Cambarus elkensis","1996","VU"
"Cambarus fasciatus","2010","DD"
"Cambarus fasciatus","1996","VU"
"Cambarus georgiae","2010","LC"
"Cambarus georgiae","1996","VU"
"Cambarus harti","2010","EN"
"Cambarus harti","1996","EN"
"Cambarus hiwasseensis","2010","LC"
"Cambarus hiwasseensis","1996","VU"
"Cambarus howardi","2010","LC"
"Cambarus howardi","1996","VU"
"Cambarus miltus","2010","LC"
"Cambarus miltus","1996","VU"
"Cambarus nerterius","2010","NT"
"Cambarus nerterius","1996","VU"
"Cambarus parrishi","2010","DD"
"Cambarus parrishi","1996","VU"
"Cambarus reburrus","2010","LC"
"Cambarus reburrus","1996","VU"
"Cambarus scotti","2010","LC"
"Cambarus scotti","1996","VU"
"Cambarus speciosus","2010","NT"
"Cambarus speciosus","1996","VU"
"Cambarus spicatus","2010","DD"
"Cambarus spicatus","1996","VU"
"Cambarus strigosus","2010","DD"
"Cambarus strigosus","1996","EN"
"Campellolebias brucei","1996","VU"
"Campellolebias brucei","1994","E"
"Campellolebias brucei","1990","E"
"Campellolebias brucei","1988","E"
"Campellolebias brucei","1986","E"
"Campeloma decampi","2000","VU"
"Campeloma decampi","1996","VU"
"Campolaemus perexilis","1996","EX"
"Campolaemus perexilis","1994","Ex"
"Camponotus universitatis","1996","VU"
"Camponotus universitatis","1990","I"
"Camponotus universitatis","1988","I"
"Camponotus universitatis","1986","I"
"Campsicnemus mirabilis","1996","EX"
"Campsicnemus mirabilis","1994","Ex"
"Campsicnemus mirabilis","1990","Ex"
"Campsicnemus mirabilis","1988","Ex"
"Campsicnemus mirabilis","1986","Ex"
"Camptoceras hirasei","1996","DD"
"Culmenella rezvoji","2011","DD"
"Culmenella rezvoji","1996","DD"
"Canariella leprosa","2011","VU"
"Canariella leprosa","1996","LR/cd"
"Canariella leprosa","1994","V"
"Canariella leprosa","1990","V"
"Canariella pthonera","2011","VU"
"Canariella pthonera","1996","LR/cd"
"Canariella pthonera","1994","V"
"Canariella pthonera","1990","V"
"Candidula setubalensis","2011","EN"
"Candidula setubalensis","1996","VU"
"Candidula setubalensis","1994","I"
"Canis latrans","2018","LC"
"Canis latrans","2008","LC"
"Canis latrans","2004","LC"
"Canis latrans","1996","LR/lc"
"Canis lupus","2018","LC"
"Canis lupus","2010","LC"
"Canis lupus","2008","LC"
"Canis lupus","2004","LC"
"Canis lupus","1996","LR/lc"
"Canis lupus","1994","V"
"Canis lupus","1990","V"
"Canis lupus","1988","V"
"Canis lupus","1986","V"
"Canis lupus","1982","V"
"Canis rufus","2018","CR"
"Canis rufus","2008","CR"
"Canis rufus","2004","CR"
"Canis rufus","1996","CR"
"Canis rufus","1994","E"
"Canis rufus","1990","E"
"Canis rufus","1988","E"
"Canis rufus","1986","E"
"Canis rufus","1982","E"
"Canis simensis","2011","EN"
"Canis simensis","2008","EN"
"Canis simensis","2004","EN"
"Canis simensis","1996","CR"
"Canis simensis","1994","E"
"Canis simensis","1990","E"
"Canis simensis","1988","E"
"Canis simensis","1986","E"
"Canis adustus","2014","LC"
"Canis adustus","2008","LC"
"Canis adustus","2004","LC"
"Canis adustus","1996","LR/lc"
"Canis mesomelas","2014","LC"
"Canis mesomelas","2008","LC"
"Canis mesomelas","2004","LC"
"Canis mesomelas","1996","LR/lc"
"Cannomys badius","2016","LC"
"Cannomys badius","2008","LC"
"Cannomys badius","1996","LR/lc"
"Cansumys canus","2016","LC"
"Cansumys canus","2008","LC"
"Cansumys canus","1996","LR/lc"
"Canthigaster rapaensis","2014","EN"
"Canthigaster rapaensis","1996","VU"
"Canthocamptus dedeckkeri","1996","VU"
"Canthocamptus dedeckkeri","1994","K"
"Canthocamptus echinopyge","1996","VU"
"Canthocamptus echinopyge","1994","K"
"Canthocamptus longipes","1996","VU"
"Canthocamptus longipes","1994","K"
"Canthocamptus mammillifurca","1996","VU"
"Canthocamptus mammillifurca","1994","K"
"Canthocamptus sublaevis","1996","VU"
"Canthocamptus sublaevis","1994","K"
"Canthocamptus tasmaniae","1996","VU"
"Canthocamptus tasmaniae","1994","K"
"Canthocamptus campaneri","1996","LR/cd"
"Caperea marginata","2018","LC"
"Caperea marginata","2008","DD"
"Caperea marginata","1996","LR/lc"
"Caperea marginata","1994","K"
"Capoeta antalyensis","2014","VU"
"Capoeta antalyensis","2006","VU"
"Capoeta antalyensis","1996","DD"
"Capoeta antalyensis","1994","R"
"Capoeta pestai","2014","CR"
"Capoeta pestai","2006","CR"
"Capoeta pestai","1996","LR/nt"
"Capra aegagrus","2008","VU"
"Capra aegagrus","1996","VU"
"Capra falconeri","2015","NT"
"Capra falconeri","2008","EN"
"Capra falconeri","1996","EN"
"Capra falconeri","1994","E"
"Capra falconeri","1990","V"
"Capra falconeri","1988","V"
"Capra falconeri","1986","V"
"Capra falconeri","1965",NA
"Capra caucasica","2008","EN"
"Capra caucasica","1996","EN"
"Capra caucasica","1994","R"
"Capra cylindricornis","2008","NT"
"Capra cylindricornis","1996","VU"
"Capra cylindricornis","1994","R"
"Capra nubiana","2008","VU"
"Capra nubiana","1996","EN"
"Capra nubiana","1994","I"
"Capra walie","2008","EN"
"Capra walie","1996","CR"
"Capra walie","1994","E"
"Capra walie","1988","E"
"Capra walie","1986","E"
"Capra walie","1965",NA
"Capra pyrenaica","2008","LC"
"Capra pyrenaica","1996","LR/nt"
"Capricornis swinhoei","2008","LC"
"Capricornis swinhoei","1996","VU"
"Capricornis swinhoei","1994","V"
"Capricornis swinhoei","1990","V"
"Capricornis swinhoei","1988","V"
"Capricornis crispus","2008","LC"
"Capricornis crispus","1996","LR/cd"
"Capricornis crispus","1965",NA
"Capricornis sumatraensis","2008","VU"
"Capricornis sumatraensis","1996","EN"
"Capricornis sumatraensis","1994","E"
"Capricornis sumatraensis","1990","E"
"Capricornis sumatraensis","1988","E"
"Capricornis sumatraensis","1986","E"
"Capricornis sumatraensis","1965",NA
"Capricornis milneedwardsii","2008","NT"
"Capricornis milneedwardsii","1996","VU"
"Capricornis rubidus","2008","NT"
"Capricornis rubidus","1996","EN"
"Capricornis thar","2008","NT"
"Capricornis thar","1996","VU"
"Caprolagus hispidus","2019","EN"
"Caprolagus hispidus","2008","EN"
"Caprolagus hispidus","1996","EN"
"Caprolagus hispidus","1994","E"
"Caprolagus hispidus","1990","E"
"Caprolagus hispidus","1988","E"
"Caprolagus hispidus","1986","E"
"Caprolagus hispidus","1965",NA
"Capromys pilorides","2008","LC"
"Capromys pilorides","1996","LR/lc"
"Capys penningtoni","1996","VU"
"Capys penningtoni","1994","R"
"Capys penningtoni","1990","E"
"Capys penningtoni","1988","E"
"Capys penningtoni","1986","E"
"Carabus intricatus","1996","LR/nt"
"Carabus intricatus","1994","V"
"Carabus intricatus","1990","V"
"Carabus intricatus","1988","V"
"Carabus intricatus","1986","V"
"Carabus olympiae","1996","VU"
"Carabus olympiae","1994","E"
"Carabus olympiae","1990","E"
"Carabus olympiae","1988","E"
"Carabus olympiae","1986","E"
"Caracal caracal","2016","LC"
"Caracal caracal","2008","LC"
"Caracal caracal","2002","LC"
"Caracal caracal","1996","LR/lc"
"Carassius carassius","2008","LC"
"Carassius carassius","1996","LR/lc"
"Carcharhinus limbatus","2009","NT"
"Carcharhinus limbatus","2000","LR/nt"
"Carcharhinus limbatus","1996","VU"
"Carcharhinus obscurus","2019","EN"
"Carcharhinus obscurus","2009","VU"
"Carcharhinus obscurus","2000","LR/nt"
"Carcharhinus obscurus","1996","EN"
"Carcharhinus plumbeus","2009","VU"
"Carcharhinus plumbeus","2000","LR/nt"
"Carcharhinus plumbeus","1996","VU"
"Carcharias taurus","2009","VU"
"Carcharias taurus","2000","VU"
"Carcharias taurus","1996","EN"
"Carcharodon carcharias","2019","VU"
"Carcharodon carcharias","2009","VU"
"Carcharodon carcharias","2000","VU"
"Carcharodon carcharias","1996","VU"
"Carcharodon carcharias","1994","K"
"Carcharodon carcharias","1990","K"
"Carcinoscorpius rotundicauda","1996","DD"
"Carcinoscorpius rotundicauda","1994","K"
"Carcinoscorpius rotundicauda","1990","K"
"Carcinoscorpius rotundicauda","1988","K"
"Carcinoscorpius rotundicauda","1986","K"
"Carcinoscorpius rotundicauda","1983","K"
"Cardiocondyla zoserka","1996","VU"
"Cardiocranius paradoxus","2016","DD"
"Cardiocranius paradoxus","2008","DD"
"Cardiocranius paradoxus","1996","VU"
"Cardioderma cor","2017","LC"
"Cardioderma cor","2008","LC"
"Cardioderma cor","2004","LC"
"Cardioderma cor","1996","LR/nt"
"Carelia anceophila","1996","EX"
"Carelia anceophila","1994","Ex"
"Carelia anceophila","1990","Ex"
"Carelia bicolor","1996","EX"
"Carelia bicolor","1994","Ex"
"Carelia bicolor","1990","Ex"
"Carelia cochlea","1996","EX"
"Carelia cochlea","1994","Ex"
"Carelia cochlea","1990","Ex"
"Carelia cumingiana","1996","EX"
"Carelia cumingiana","1994","Ex"
"Carelia cumingiana","1990","Ex"
"Carelia dolei","1996","EX"
"Carelia dolei","1994","Ex"
"Carelia dolei","1990","Ex"
"Carelia evelynae","1996","EX"
"Carelia evelynae","1994","Ex"
"Carelia evelynae","1990","Ex"
"Carelia glossema","1996","EX"
"Carelia glossema","1994","Ex"
"Carelia glossema","1990","Ex"
"Carelia hyattiana","1996","EX"
"Carelia hyattiana","1994","Ex"
"Carelia hyattiana","1990","Ex"
"Carelia kalalauensis","1996","EX"
"Carelia kalalauensis","1994","Ex"
"Carelia kalalauensis","1990","Ex"
"Carelia knudseni","1996","EX"
"Carelia knudseni","1994","Ex"
"Carelia knudseni","1990","Ex"
"Carelia lirata","1996","EX"
"Carelia lirata","1994","Ex"
"Carelia lirata","1990","Ex"
"Carelia lymani","1996","EX"
"Carelia lymani","1994","Ex"
"Carelia lymani","1990","Ex"
"Carelia mirabilis","1996","EX"
"Carelia mirabilis","1994","Ex"
"Carelia mirabilis","1990","Ex"
"Carelia necra","1996","EX"
"Carelia necra","1994","Ex"
"Carelia necra","1990","Ex"
"Carelia olivacea","1996","EX"
"Carelia olivacea","1994","Ex"
"Carelia olivacea","1990","Ex"
"Carelia paradoxa","1996","EX"
"Carelia paradoxa","1994","Ex"
"Carelia paradoxa","1990","Ex"
"Carelia periscelis","1996","EX"
"Carelia periscelis","1994","Ex"
"Carelia periscelis","1990","Ex"
"Carelia pilsbryi","1996","EX"
"Carelia pilsbryi","1994","Ex"
"Carelia pilsbryi","1990","Ex"
"Carelia sinclairi","1996","EX"
"Carelia sinclairi","1994","Ex"
"Carelia sinclairi","1990","Ex"
"Carelia tenebrosa","1996","EX"
"Carelia tenebrosa","1994","Ex"
"Carelia tenebrosa","1990","Ex"
"Carelia turricula","1996","EX"
"Carelia turricula","1994","Ex"
"Carelia turricula","1990","Ex"
"Caretta caretta","2017","VU"
"Caretta caretta","2015","VU"
"Caretta caretta","1996","EN"
"Caretta caretta","1994","V"
"Caretta caretta","1990","V"
"Caretta caretta","1988","V"
"Caretta caretta","1986","V"
"Caretta caretta","1982","V"
"Carettochelys insculpta","2018","EN"
"Carettochelys insculpta","2000","VU"
"Carettochelys insculpta","1996","VU"
"Carettochelys insculpta","1994","K"
"Carettochelys insculpta","1990","K"
"Carettochelys insculpta","1988","K"
"Carettochelys insculpta","1986","K"
"Carettochelys insculpta","1982","K"
"Carinotrachia carsoniana","1996","VU"
"Carinotrachia carsoniana","1994","V"
"Carinurella paradoxa","1996","VU"
"Carollia brevicauda","2016","LC"
"Carollia brevicauda","2008","LC"
"Carollia brevicauda","1996","LR/lc"
"Carollia perspicillata","2015","LC"
"Carollia perspicillata","2008","LC"
"Carollia perspicillata","1996","LR/lc"
"Carollia subrufa","2015","LC"
"Carollia subrufa","2008","LC"
"Carollia subrufa","1996","LR/lc"
"Carpomys phaeurus","2016","LC"
"Carpomys phaeurus","2008","LC"
"Carpomys phaeurus","1996","DD"
"Carpomys melanurus","2016","DD"
"Carpomys melanurus","2008","DD"
"Carpomys melanurus","1996","DD"
"Carterodon sulcidens","2016","DD"
"Carterodon sulcidens","2008","DD"
"Carterodon sulcidens","1996","LR/nt"
"Casarea dussumieri","2018","VU"
"Casarea dussumieri","1996","EN"
"Casarea dussumieri","1994","E"
"Casarea dussumieri","1990","E"
"Casarea dussumieri","1988","E"
"Casarea dussumieri","1986","E"
"Caseolus calculus","2011","VU"
"Caseolus calculus","1996","VU"
"Caseolus calculus","1994","V"
"Caseolus calculus","1990","V"
"Caseolus calculus","1988","V"
"Caseolus calculus","1986","V"
"Caseolus calculus","1983","V"
"Caseolus abjectus","2011","LC"
"Caseolus abjectus","2000","LR/nt"
"Caseolus abjectus","1994","R"
"Caseolus commixtus","2011","LC"
"Caseolus commixtus","2000","VU"
"Caseolus commixtus","1994","R"
"Caseolus commixtus","1990","V"
"Caseolus commixtus","1988","V"
"Caseolus commixtus","1986","V"
"Caseolus commixtus","1983","V"
"Caseolus consors","2011","LC"
"Caseolus consors","2000","LR/nt"
"Caseolus consors","1994","R"
"Caseolus hartungi","2011","LC"
