"name","before","after","N/G","year","state1","state2","result.year"
"Nyctiprogne vielliardi","NT","LC","N","2017-3",2,1,2017
"Onychoprion aleuticus","LC","VU","N","2017-3",1,3,2017
"Otus balli","NT","LC","N","2017-3",2,1,2017
"Otus capnodes","CR","EN","N","2017-3",5,4,2017
"Otus moheliensis","CR","EN","N","2017-3",5,4,2017
"Otus pauliani","CR","EN","N","2017-3",5,4,2017
"Oxyura maccoa","NT","VU","G","2017-3",2,3,2017
"Passer italiae","LC","VU","N","2017-3",1,3,2017
"Pedionomus torquatus","EN","CR","G","2017-3",4,5,2017
"Pelecanus crispus","VU","NT","G","2017-3",3,2,2017
"Phylloscartes ceciliae","EN","CR","N","2017-3",4,5,2017
"Pionus reichenowi","LC","VU","N","2017-3",1,3,2017
"Poicephalus robustus","LC","VU","N","2017-3",1,3,2017
"Pomarea iphis","VU","CR","N","2017-3",3,5,2017
"Procellaria westlandica","VU","EN","G","2017-3",3,4,2017
"Promerops gurneyi","LC","NT","N","2017-3",1,2,2017
"Ptilopachus nahani","EN","VU","N","2017-3",4,3,2017
"Pyrrhura griseipectus","CR","EN","N","2017-3",5,4,2017
"Pyrrhura leucotis","NT","VU","N","2017-3",2,3,2017
"Rallicula mayri","DD","LC","N","2017-3",0,1,2017
"Rallina canningi","NT","LC","N","2017-3",2,1,2017
"Rissa tridactyla","LC","VU","G","2017-3",1,3,2017
"Schistolais leontica","VU","EN","N","2017-3",3,4,2017
"Semioptera wallacii","NT","LC","N","2017-3",2,1,2017
"Setophaga angelae","VU","EN","N","2017-3",3,4,2017
"Sittiparus owstoni","NT","EN","N","2017-3",2,4,2017
"Spelaeornis kinneari","VU","NT","N","2017-3",3,2,2017
"Spilornis elgini","NT","VU","N","2017-3",2,3,2017
"Sporophila maximiliani","VU","EN","G","2017-3",3,4,2017
"Strix butleri","LC","DD","N","2017-1",1,0,2017
"Sylvia buryi","VU","NT","N","2017-3",3,2,2017
"Sylvia nigricapillus","NT","VU","N","2017-3",2,3,2017
"Synallaxis hellmayri","NT","LC","N","2017-3",2,1,2017
"Synallaxis tithys","EN","VU","N","2017-3",4,3,2017
"Thalassarche melanophris","NT","LC","N","2017-3",2,1,2017
"Todiramphus nigrocyaneus","DD","NT","N","2017-3",0,2,2017
"Todirostrum viridanum","NT","LC","N","2017-3",2,1,2017
"Troglodytes cobbi","VU","LC","G","2017-3",3,1,2017
"Turdus menachensis","VU","NT","N","2017-3",3,2,2017
"Uroglaux dimorpha","DD","LC","N","2017-3",0,1,2017
"Vini ultramarina","EN","CR","N","2017-3",4,5,2017
"Vireo bairdi","LC","NT","N","2017-3",1,2,2017
"Xipholena atropurpurea","EN","VU","N","2017-3",4,3,2017
"Achalinus werneri","VU","NT","N","2017-3",3,2,2017
"Acontias breviceps","NT","LC","N","2017-1",2,1,2017
"Acontias rieppeli","VU","EN","N","2017-1",3,4,2017
"Anadia pulchella","VU","NT","N","2017-2",3,2,2017
"Aprasia aurita","CR","NT","N","2017-3",5,2,2017
"Aspidites ramsayi","EN","LC","N","2017-3",4,1,2017
"Bitis inornata","VU","EN","N","2017-1",3,4,2017
"Bradypodion dracomontanum","LC","NT","N","2017-1",1,2,2017
"Bradypodion thamnobates","LR/nt","VU","N","2017-1",2,3,2017
"Calamaria pfefferi","DD","EN","N","2017-3",0,4,2017
"Callopistes maculatus","DD","LC","N","2017-2",0,1,2017
"Celestus duquesneyi","DD","CR","N","2017-2",0,5,2017
"Celestus occiduus","EX","CR","N","2017-2",7,5,2017
"Chelonoidis chathamensis","VU","EN","N","2017-3",3,4,2017
"Chelonoidis duncanensis","EW","VU","N","2017-3",6,3,2017
"Chelonoidis porteri","EN","CR","N","2017-3",4,5,2017
"Contomastix vittata","CR","VU","N","2017-2",5,3,2017
"Cordylus aridus","EN","LC","N","2017-1",4,1,2017
"Cordylus mclachlani","VU","LC","N","2017-1",3,1,2017
"Cryptactites peringueyi","DD","CR","N","2017-1",0,5,2017
"Ctenoblepharys adspersa","NT","VU","N","2017-2",2,3,2017
"Ctenophorus yinnietharra","VU","LC","N","2017-3",3,1,2017
"Ctenotus lancelini","VU","CR","N","2017-3",3,5,2017
"Ctenotus zastictus","VU","NT","G","2017-3",3,2,2017
"Delma impar","VU","EN","G","2017-3",3,4,2017
"Denisonia maculata","VU","DD","N","2017-3",3,0,2017
"Dipsas sanctijoannis","DD","LC","N","2017-2",0,1,2017
"Echiopsis curta","NT","LC","N","2017-3",2,1,2017
"Elapognathus minor","LR/nt","LC","N","2017-3",2,1,2017
"Emoia nativitatis","CR","EX","G","2017-3",5,7,2017
"Erythrolamprus williamsi","EN","NT","N","2017-2",4,2,2017
"Gerrhosaurus typicus","LR/nt","LC","N","2017-1",2,1,2017
"Goggia gemmula","DD","NT","N","2017-1",0,2,2017
"Goggia microlepidota","LR/nt","LC","N","2017-1",2,1,2017
"Goniurosaurus kuroiwae","EN","VU","N","2017-3",4,3,2017
"Gymnophthalmus pleii","EN","NT","N","2017-2",4,2,2017
"Homopholis mulleri","LR/nt","VU","G","2017-1",2,3,2017
"Homopus signatus","LR/nt","VU","G","2017-1",2,3,2017
"Inyoka swazicus","LR/nt","LC","N","2017-1",2,1,2017
"Lamprophis fiskii","DD","LC","N","2017-1",0,1,2017
"Lamprophis fuscus","LR/nt","LC","N","2017-1",2,1,2017
"Lepidodactylus listeri","VU","EW","G","2017-3",3,6,2017
"Liolaemus curicensis","DD","LC","N","2017-2",0,1,2017
"Liolaemus curis","DD","CR","N","2017-2",0,5,2017
"Liolaemus maldonadae","DD","LC","N","2017-2",0,1,2017
"Liolaemus mapuche","DD","LC","N","2017-2",0,1,2017
"Liolaemus paulinae","DD","CR","N","2017-2",0,5,2017
"Liolaemus signifer","LC","NT","N","2017-2",1,2,2017
"Liolaemus walkeri","DD","NT","N","2017-2",0,2,2017
"Liolaemus williamsi","DD","LC","N","2017-2",0,1,2017
"Ouroborus cataphractus","VU","LC","N","2017-1",3,1,2017
"Pareas iwasakii","DD","NT","N","2017-3",0,2,2017
"Perochirus ateles","EN","VU","N","2017-3",4,3,2017
"Platysaurus relictus","LR/nt","LC","G","2017-1",2,1,2017
"Plestiodon kishinouyei","LR/nt","VU","N","2017-3",2,3,2017
"Polychrus peruvianus","DD","VU","N","2017-2",0,3,2017
"Pristidactylus alvaroi","DD","EN","N","2017-2",0,4,2017
"Pristidactylus valeriae","DD","EN","N","2017-2",0,4,2017
"Pseudemoia baudini","DD","LC","N","2017-3",0,1,2017
"Ramphotyphlops exocoeti","VU","EN","G","2017-3",3,4,2017
"Scelotes guentheri","VU","EX","N","2017-1",3,7,2017
"Scelotes inornatus","EN","CR","N","2017-1",4,5,2017
"Scelotes kasneri","VU","NT","N","2017-1",3,2,2017
"Sphaerodactylus torrei","VU","EN","N","2017-3",3,4,2017
"Telescopus rhinopoma","LC","DD","N","2017-2",1,0,2017
"Typhlosaurus lomiae","VU","NT","N","2017-1",3,2,2017
"Xenocalamus transvaalensis","DD","LC","N","2017-1",0,1,2017
"Afrixalus nigeriensis","NT","LC","N","2017-2",2,1,2017
"Agalychnis moreletii","CR","LC","N","2017-3",5,1,2017
"Allobates wayuu","VU","LC","N","2017-3",3,1,2017
"Alsodes barrioi","VU","EN","N","2017-2",3,4,2017
"Alsodes norae","DD","EN","N","2017-2",0,4,2017
"Ameerega ingeri","CR","DD","N","2017-3",5,0,2017
"Amietia ruwenzorica","DD","LC","N","2017-2",0,1,2017
"Amietia tenuoplicata","NT","LC","N","2017-2",2,1,2017
"Amnirana longipes","VU","LC","N","2017-2",3,1,2017
"Amolops compotrix","DD","LC","N","2017-2",0,1,2017
"Amolops cucae","DD","EN","N","2017-2",0,4,2017
"Amolops minutus","DD","EN","N","2017-2",0,4,2017
"Amolops spinapectoralis","DD","LC","N","2017-2",0,1,2017
"Amolops splendissimus","DD","VU","N","2017-2",0,3,2017
"Amolops vitreus","DD","VU","N","2017-2",0,3,2017
"Andinobates altobueyensis","VU","DD","N","2017-3",3,0,2017
"Andinobates bombetes","EN","VU","N","2017-3",4,3,2017
"Andinobates daleswansoni","VU","EN","N","2017-3",3,4,2017
"Andinobates viridis","VU","CR","N","2017-3",3,5,2017
"Andinobates virolinensis","EN","VU","N","2017-3",4,3,2017
"Ansonia inthanon","DD","LC","N","2017-2",0,1,2017
"Ansonia kraensis","DD","LC","N","2017-2",0,1,2017
"Arthroleptis nlonakoensis","DD","EN","N","2017-2",0,4,2017
"Astylosternus diadematus","VU","LC","N","2017-2",3,1,2017
"Astylosternus fallax","EN","VU","N","2017-2",4,3,2017
"Astylosternus montanus","NT","LC","N","2017-2",2,1,2017
"Astylosternus rheophilus","VU","NT","N","2017-2",3,2,2017
"Atelopus carauta","CR","DD","N","2017-3",5,0,2017
"Atelopus carrikeri","CR","EN","N","2017-3",5,4,2017
"Atelopus galactogaster","CR","DD","N","2017-3",5,0,2017
"Atelopus guitarraensis","CR","DD","N","2017-3",5,0,2017
"Atelopus lozanoi","CR","EN","N","2017-3",5,4,2017
"Atelopus mandingues","CR","DD","N","2017-3",5,0,2017
"Atelopus muisca","CR","EN","N","2017-3",5,4,2017
"Atelopus spurrelli","VU","NT","N","2017-3",3,2,2017
"Atelopus walkeri","CR","DD","N","2017-3",5,0,2017
"Bolitoglossa savagei","DD","NT","N","2017-2",0,2,2017
"Bolitoglossa silverstonei","VU","DD","N","2017-3",3,0,2017
"Bolitoglossa tatamae","NT","EN","N","2017-2",2,4,2017
"Boophis schuboeae","DD","EN","N","2017-2",0,4,2017
"Breviceps bagginsi","VU","NT","N","2017-2",3,2,2017
"Breviceps macrops","VU","NT","N","2017-2",3,2,2017
"Cacosternum platys","LC","NT","N","2017-2",1,2,2017
"Capensibufo rosei","VU","CR","N","2017-2",3,5,2017
"Cardioglossa alsco","CR","EN","N","2017-2",5,4,2017
"Cardioglossa nigromaculata","NT","LC","N","2017-2",2,1,2017
"Cardioglossa schioetzi","EN","VU","N","2017-2",4,3,2017
"Centrolene savagei","VU","LC","N","2017-3",3,1,2017
"Cochranella megistra","NT","EN","N","2017-2",2,4,2017
"Colostethus agilis","NT","EN","N","2017-3",2,4,2017
"Colostethus fraterdanieli","NT","LC","N","2017-3",2,1,2017
"Colostethus mertensi","EN","VU","N","2017-3",4,3,2017
"Colostethus ucumari","LC","EN","N","2017-2",1,4,2017
"Cryptobatrachus boulengeri","EN","VU","N","2017-2",4,3,2017
"Cryptobatrachus fuhrmanni","VU","LC","N","2017-3",3,1,2017
"Dendropsophus stingi","VU","LC","N","2017-3",3,1,2017
"Didynamipus sjostedti","EN","VU","N","2017-2",4,3,2017
"Dyscophus antongilii","NT","LC","N","2017-2",2,1,2017
"Feihyla hansenae","DD","LC","N","2017-2",0,1,2017
"Fejervarya triora","DD","LC","N","2017-2",0,1,2017
"Gastrotheca antomia","VU","CR","G","2017-3",3,5,2017
"Gastrotheca aureomaculata","NT","EN","G","2017-2",2,4,2017
"Gastrotheca bufona","EN","VU","N","2017-3",4,3,2017
"Gastrotheca ruizi","EN","NT","N","2017-2",4,2,2017
"Hemisus guttatus","VU","NT","N","2017-2",3,2,2017
"Hyla nicefori","CR","DD","N","2017-3",5,0,2017
"Hyloscirtus callipeza","NT","VU","N","2017-2",2,3,2017
"Hyloscirtus lynchi","EN","CR","N","2017-3",4,5,2017
"Hyloscirtus simmonsi","EN","VU","N","2017-3",4,3,2017
"Hyloxalus fascianigrus","NT","VU","N","2017-2",2,3,2017
"Hyperolius bopeleti","NT","VU","N","2017-2",2,3,2017
"Hyperolius cinereus","DD","LC","N","2017-2",0,1,2017
"Hypodactylus latens","EN","VU","N","2017-3",4,3,2017
"Kassina decorata","DD","VU","N","2017-2",0,3,2017
"Leptobrachium banae","VU","LC","N","2017-2",3,1,2017
"Leptobrachium ngoclinhense","DD","EN","N","2017-2",0,4,2017
"Leptodactylodon albiventris","VU","EN","N","2017-2",3,4,2017
"Leptodactylodon bicolor","VU","NT","N","2017-2",3,2,2017
"Leptodactylodon boulengeri","VU","NT","N","2017-2",3,2,2017
"Leptodactylodon bueanus","VU","EN","N","2017-2",3,4,2017
"Leptodactylodon ovatus","NT","LC","N","2017-2",2,1,2017
"Leptodactylodon wildi","EN","CR","N","2017-2",4,5,2017
"Leptolalax firthi","VU","EN","N","2017-2",3,4,2017
"Leptolalax pluvialis","DD","EN","N","2017-2",0,4,2017
"Leptolalax solus","DD","EN","N","2017-2",0,4,2017
"Leptolalax sungi","DD","LC","N","2017-2",0,1,2017
"Limnonectes doriae","DD","LC","N","2017-2",0,1,2017
"Limnonectes limborgi","DD","LC","N","2017-2",0,1,2017
"Limnonectes macrognathus","DD","LC","N","2017-2",0,1,2017
"Mantella bernhardi","EN","VU","N","2017-2",4,3,2017
"Mantella crocea","EN","VU","N","2017-2",4,3,2017
"Mantella pulchra","VU","NT","N","2017-2",3,2,2017
"Mantidactylus albofrenatus","DD","EN","N","2017-2",0,4,2017
"Mantidactylus bourgati","DD","EN","N","2017-2",0,4,2017
"Mantidactylus delormei","VU","EN","N","2017-2",3,4,2017
"Mantidactylus noralottae","VU","DD","N","2017-2",3,0,2017
"Mantidactylus tricinctus","DD","VU","N","2017-2",0,3,2017
"Mantidactylus zolitschka","DD","CR","N","2017-2",0,5,2017
"Megophrys lekaguli","DD","LC","N","2017-2",0,1,2017
"Microhyla annamensis","LC","VU","N","2017-2",1,3,2017
"Niceforonia adenobrachia","CR","EN","N","2017-3",5,4,2017
"Nymphargus armatus","VU","CR","N","2017-3",3,5,2017
"Nymphargus ignotus","NT","LC","N","2017-2",2,1,2017
"Nymphargus truebae","DD","CR","N","2017-3",0,5,2017
"Occidozyga vittata","DD","LC","N","2017-2",0,1,2017
"Odorrana bacboensis","DD","LC","N","2017-2",0,1,2017
"Odorrana indeprensa","DD","VU","N","2017-2",0,3,2017
"Odorrana orba","DD","LC","N","2017-2",0,1,2017
"Oophaga occultator","DD","CR","N","2017-3",0,5,2017
"Osornophryne percrassa","EN","VU","N","2017-3",4,3,2017
"Petropedetes cameronensis","NT","LC","N","2017-2",2,1,2017
"Phrynobatrachus asper","DD","VU","N","2017-2",0,3,2017
"Phrynobatrachus cricogaster","VU","NT","N","2017-2",3,2,2017
"Phrynobatrachus stewartae","DD","LC","N","2017-2",0,1,2017
"Phrynobatrachus ukingensis","DD","LC","N","2017-2",0,1,2017
"Phyllobates aurotaenia","NT","LC","N","2017-2",2,1,2017
"Phyllobates bicolor","NT","EN","N","2017-2",2,4,2017
"Pristimantis affinis","VU","EN","N","2017-3",3,4,2017
"Pristimantis alalocophus","NT","EN","N","2017-3",2,4,2017
"Pristimantis bipunctatus","DD","LC","N","2017-3",0,1,2017
"Pristimantis cabrerai","EN","DD","N","2017-3",4,0,2017
"Pristimantis calcaratus","EN","VU","N","2017-3",4,3,2017
"Pristimantis carmelitae","DD","EN","N","2017-3",0,4,2017
"Pristimantis cordovae","VU","EN","N","2017-3",3,4,2017
"Pristimantis cosnipatae","EN","CR","N","2017-3",4,5,2017
"Pristimantis cristinae","DD","EN","N","2017-2",0,4,2017
"Pristimantis delicatus","DD","EN","N","2017-3",0,4,2017
"Pristimantis diaphonus","VU","CR","N","2017-3",3,5,2017
"Pristimantis dorsopictus","EN","VU","N","2017-3",4,3,2017
"Pristimantis fetosus","EN","NT","N","2017-3",4,2,2017
"Pristimantis frater","VU","LC","N","2017-3",3,1,2017
"Pristimantis hybotragus","VU","EN","N","2017-3",3,4,2017
"Pristimantis insignitus","EN","NT","N","2017-3",4,2,2017
"Pristimantis jaimei","DD","CR","N","2017-3",0,5,2017
"Pristimantis johannesdei","EN","VU","N","2017-3",4,3,2017
"Pristimantis juanchoi","NT","VU","N","2017-3",2,3,2017
"Pristimantis kelephus","VU","CR","N","2017-3",3,5,2017
"Pristimantis lasalleorum","DD","EN","N","2017-3",0,4,2017
"Pristimantis lemur","EN","VU","N","2017-3",4,3,2017
"Pristimantis lindae","DD","LC","N","2017-3",0,1,2017
"Pristimantis maculosus","EN","VU","N","2017-3",4,3,2017
"Pristimantis mars","EN","CR","N","2017-3",4,5,2017
"Pristimantis melanogaster","EN","NT","N","2017-3",4,2,2017
"Pristimantis merostictus","EN","VU","N","2017-3",4,3,2017
"Pristimantis miyatai","NT","LC","N","2017-3",2,1,2017
"Pristimantis molybrignus","NT","CR","G","2017-3",2,5,2017
"Pristimantis orpacobates","VU","NT","N","2017-3",3,2,2017
"Pristimantis pardalinus","CR","EN","N","2017-3",5,4,2017
"Pristimantis penelopus","VU","LC","N","2017-3",3,1,2017
"Pristimantis phalarus","VU","EN","N","2017-3",3,4,2017
"Pristimantis polychrus","EN","VU","N","2017-3",4,3,2017
"Pristimantis quantus","VU","EN","N","2017-3",3,4,2017
"Pristimantis salaputium","DD","LC","N","2017-2",0,1,2017
"Pristimantis satagius","DD","EN","N","2017-3",0,4,2017
"Pristimantis spilogaster","EN","CR","N","2017-3",4,5,2017
"Pristimantis suetus","EN","VU","N","2017-3",4,3,2017
"Pristimantis viridis","NT","EN","N","2017-3",2,4,2017
"Pristimantis xylochobates","VU","CR","N","2017-3",3,5,2017
"Pristimantis zophus","EN","NT","N","2017-3",4,2,2017
"Psychrophrynella bagrecito","VU","CR","N","2017-2",3,5,2017
"Ptychadena broadleyi","EN","NT","N","2017-2",4,2,2017
"Quasipaa delacouri","DD","LC","N","2017-2",0,1,2017
"Raorchestes gryllus","DD","VU","N","2017-2",0,3,2017
"Rhacophorus annamensis","VU","LC","N","2017-2",3,1,2017
"Rhacophorus robinsonii","DD","LC","N","2017-2",0,1,2017
"Rhaebo hypomelas","NT","LC","N","2017-2",2,1,2017
"Rhinella lindae","DD","EN","N","2017-2",0,4,2017
"Rhinella macrorhina","EN","VU","N","2017-3",4,3,2017
"Rhinella manu","VU","LC","N","2017-3",3,1,2017
"Rhinella ruizi","DD","VU","N","2017-3",0,3,2017
"Rhinella tenrec","DD","EN","N","2017-2",0,4,2017
"Rulyrana susatamai","VU","NT","N","2017-3",3,2,2017
"Sachatamia punctulata","EN","VU","N","2017-2",4,3,2017
"Scaphiophryne boribory","EN","VU","N","2017-2",4,3,2017
"Sclerophrys perreti","VU","CR","N","2017-2",3,5,2017
"Strabomantis cadenai","DD","CR","N","2017-2",0,5,2017
"Telmatobius atahualpai","NT","VU","N","2017-3",2,3,2017
"Telmatobius brevipes","EN","VU","N","2017-3",4,3,2017
"Telmatobius colanensis","EN","DD","N","2017-3",4,0,2017
"Telmatobius necopinus","EN","DD","N","2017-3",4,0,2017
"Telmatobius punctatus","CR","EN","N","2017-3",5,4,2017
"Telmatobius rimac","LC","VU","N","2017-3",1,3,2017
"Telmatobius truebae","EN","VU","N","2017-3",4,3,2017
"Telmatobufo australis","VU","LC","N","2017-2",3,1,2017
"Telmatobufo bullocki","CR","EN","N","2017-2",5,4,2017
"Theloderma corticale","DD","LC","N","2017-2",0,1,2017
"Theloderma petilum","DD","VU","N","2017-2",0,3,2017
"Theloderma phrynoderma","DD","LC","N","2017-2",0,1,2017
"Theloderma ryabovi","DD","EN","N","2017-2",0,4,2017
"Vandijkophrynus inyangae","EN","VU","N","2017-2",4,3,2017
"Xenopus fraseri","LC","DD","N","2017-2",1,0,2017
"Xenopus itombwensis","CR","EN","N","2017-2",5,4,2017
"Austroglanis gilli","VU","NT","N","2017-3",3,2,2017
"Chiloglanis bifurcus","EN","CR","G","2017-3",4,5,2017
"Coregonus huntsmani","VU","CR","N","2017-3",3,5,2017
"Doryichthys boaja","LC","DD","N","2017-3",1,0,2017
"Doryichthys contiguus","LC","DD","N","2017-3",1,0,2017
"Doryichthys deokhatoides","LC","DD","N","2017-3",1,0,2017
"Doryichthys martensii","LC","DD","N","2017-3",1,0,2017
"Enteromius gurneyi","LC","VU","G","2017-3",1,3,2017
"Enteromius treurensis","EN","CR","N","2017-3",4,5,2017
"Eurypegasus draconis","DD","LC","N","2017-3",0,1,2017
"Favonigobius reichei","LR/nt","LC","N","2017-3",2,1,2017
"Hippocampus abdominalis","DD","LC","N","2017-3",0,1,2017
"Hippocampus angustus","DD","LC","N","2017-3",0,1,2017
"Hippocampus breviceps","DD","LC","N","2017-3",0,1,2017
"Hippocampus fisheri","DD","LC","N","2017-3",0,1,2017
"Hippocampus jayakari","DD","LC","N","2017-3",0,1,2017
"Hippocampus mohnikei","DD","VU","N","2017-3",0,3,2017
"Hippocampus planifrons","VU","LC","N","2017-3",3,1,2017
"Hippocampus pontohi","DD","LC","N","2017-3",0,1,2017
"Hippocampus reidi","DD","NT","N","2017-3",0,2,2017
"Hippocampus whitei","DD","EN","N","2017-3",0,4,2017
"Hippocampus zosterae","DD","LC","N","2017-3",0,1,2017
"Kneria sp. nov. 'South Africa'","CR","EN","N","2017-3",5,4,2017
"Labeo seeberi","CR","EN","N","2017-3",5,4,2017
"Labeobarbus seeberi","VU","NT","N","2017-3",3,2,2017
"Marcusenius pongolensis","DD","LC","N","2017-3",0,1,2017
"Microphis dunckeri","LC","DD","N","2017-3",1,0,2017
"Pegasus laternarius","VU","DD","N","2017-3",3,0,2017
"Phycodurus eques","NT","LC","N","2017-2",2,1,2017
"Phyllopteryx taeniolatus","NT","LC","N","2017-2",2,1,2017
"Pseudobarbus calidus","VU","NT","N","2017-3",3,2,2017
"Pseudobarbus serra","EN","NT","N","2017-3",4,2,2017
"Siokunichthys nigrolineatus","LC","DD","N","2017-2",1,0,2017
"Solegnathus robustus","DD","LC","N","2017-3",0,1,2017
"Syngnathoides biaculeatus","DD","LC","N","2017-2",0,1,2017
"Vanacampus vercoi","VU","LC","N","2017-3",3,1,2017
"Acroteriobatus salalah","DD","NT","N","2017-2",0,2,2017
"Acroteriobatus variegatus","DD","CR","N","2017-2",0,5,2017
"Apristurus indicus","DD","LC","N","2017-2",0,1,2017
"Benthobatis moresbyi","DD","LC","N","2017-2",0,1,2017
"Carcharhinus falciformis","NT","VU","N","2017-3",2,3,2017
"Carcharhinus leiodon","VU","EN","N","2017-2",3,4,2017
"Ctenacis fehlmanni","DD","LC","N","2017-2",0,1,2017
"Glaucostegus halavi","DD","VU","N","2017-2",0,3,2017
"Halaelurus boesemani","DD","VU","N","2017-2",0,3,2017
"Neoharriotta pumila","DD","LC","N","2017-2",0,1,2017
"Pastinachus sephen","DD","NT","N","2017-2",0,2,2017
"Rhinobatos punctifer","DD","NT","N","2017-2",0,2,2017
"Torpedo adenensis","NT","EN","N","2017-2",2,4,2017
"Torpedo suessii","DD","CR","N","2017-2",0,5,2017
"Entosphenus macrostoma","DD","EN","N","2017-3",0,4,2017
"Acroloxus coloradensis","VU","NT","N","2017-3",3,2,2017
"Alasmidonta marginata","DD","LC","N","2017-3",0,1,2017
"Alasmidonta varicosa","DD","VU","N","2017-3",0,3,2017
"Amphorella cimensis","VU","NT","G","2017-3",3,2,2017
"Amphorella melampoides","VU","LC","G","2017-3",3,1,2017
"Arion obesoductus","DD","LC","N","2017-3",0,1,2017
"Atlantica engonata","DD","CR","N","2017-3",0,5,2017
"Atlantica scutula","LR/nt","LC","N","2017-3",2,1,2017
"Boettgeria crispa","NT","EN","G","2017-3",2,4,2017
"Boettgeria obesiuscula","VU","CR","G","2017-3",3,5,2017
"Bofilliella subarcuata","VU","NT","N","2017-3",3,2,2017
"Charpentieria dyodon","LR/nt","LC","N","2017-3",2,1,2017
"Cryptazeca elongata","VU","CR","N","2017-3",3,5,2017
"Cryptazeca monodonta","VU","EN","N","2017-3",3,4,2017
"Cryptazeca spelaea","VU","NT","N","2017-3",3,2,2017
"Cryptazeca subcylindrica","VU","LC","N","2017-3",3,1,2017
"Hypnophila remyi","DD","LC","N","2017-3",0,1,2017
"Lampsilis cardium","LR/nt","LC","N","2017-3",2,1,2017
"Lampsilis cariosa","EN","VU","N","2017-3",4,3,2017
"Lampsilis ovata","LR/nt","LC","N","2017-3",2,1,2017
"Ligumia nasuta","LR/nt","VU","G","2017-3",2,3,2017
"Ligumia recta","LC","NT","N","2017-3",1,2,2017
"Malacolimax wiktori","LR/nt","EN","G","2017-3",2,4,2017
"Mediterranea amaltheae","VU","CR","N","2017-3",3,5,2017
"Muticaria macrostoma","LR/nt","LC","N","2017-3",2,1,2017
"Neniatlanta pauli","VU","LC","N","2017-3",3,1,2017
"Obovaria subrotunda","LR/nt","EN","G","2017-3",2,4,2017
"Oxychilus agostinhoi","VU","CR","G","2017-3",3,5,2017
"Oxychilus basajauna","LR/nt","EN","N","2017-3",2,4,2017
"Oxychilus lineolatus","VU","LC","N","2017-3",3,1,2017
"Pomatias raricosta","LR/lc","DD","N","2017-3",1,0,2017
"Ptychobranchus fasciolaris","LR/lc","NT","G","2017-3",1,2,2017
"Retinella stabilei","VU","DD","N","2017-3",3,0,2017
"Sculptiferussacia clausiliaeformis","EN","NT","N","2017-3",4,2,2017
"Simpsonaias ambigua","LR/cd","VU","N","2017-3",2,3,2017
"Tandonia nigra","DD","LC","N","2017-3",0,1,2017
