"name","result.year","result.code","result.category"
"Dysmorodrepanis munroi","2000","EX","Extinct"
"Dysmorodrepanis munroi","1994","EX","Extinct"
"Dysmorodrepanis munroi","1988","EX","Extinct"
"Eclectus infectus","2017","EX","Extinct"
"Eclectus infectus","2016","EX","Extinct"
"Eclectus infectus","2014","EX","Extinct"
"Ectodemia castaneae","1996","EX","Extinct"
"Ectodemia castaneae","1994","Ex?","Extinct?"
"Ectodemia castaneae","1990","Ex?","Extinct?"
"Ectodemia castaneae","1988","Ex?","Extinct?"
"Ectodemia castaneae","1986","Ex?","Extinct?"
"Ectodemia phleophaga","1996","EX","Extinct"
"Ectodemia phleophaga","1994","Ex?","Extinct?"
"Ectodemia phleophaga","1990","Ex?","Extinct?"
"Ectodemia phleophaga","1988","Ex?","Extinct?"
"Ectodemia phleophaga","1986","Ex?","Extinct?"
"Ectopistes migratorius","2016","EX","Extinct"
"Ectopistes migratorius","2012","EX","Extinct"
"Ectopistes migratorius","2008","EX","Extinct"
"Ectopistes migratorius","2004","EX","Extinct"
"Ectopistes migratorius","2000","EX","Extinct"
"Ectopistes migratorius","1994","EX","Extinct"
"Ectopistes migratorius","1988","EX","Extinct"
"Elimia brevis","2000","EX","Extinct"
"Elimia brevis","1996","CR","Critically Endangered"
"Elimia brevis","1994","I","Indeterminate"
"Elimia clausa","2012","EX","Extinct"
"Elimia clausa","2000","EX","Extinct"
"Elimia clausa","1996","CR","Critically Endangered"
"Elimia clausa","1994","Ex","Extinct"
"Elimia fusiformis","2012","EX","Extinct"
"Elimia fusiformis","2000","EX","Extinct"
"Elimia fusiformis","1996","CR","Critically Endangered"
"Elimia fusiformis","1994","Ex","Extinct"
"Elimia gibbera","2000","EX","Extinct"
"Elimia hartmaniana","2000","EX","Extinct"
"Elimia hartmaniana","1996","EX","Extinct"
"Elimia hartmaniana","1994","Ex","Extinct"
"Elimia impressa","2000","EX","Extinct"
"Elimia impressa","1996","CR","Critically Endangered"
"Elimia impressa","1994","Ex","Extinct"
"Elimia jonesi","2012","EX","Extinct"
"Elimia jonesi","2000","EX","Extinct"
"Elimia jonesi","1996","CR","Critically Endangered"
"Elimia jonesi","1994","Ex","Extinct"
"Elimia lachryma","2000","EX","Extinct"
"Elimia laeta","2000","EX","Extinct"
"Elimia laeta","1996","CR","Critically Endangered"
"Elimia laeta","1994","Ex","Extinct"
"Elimia macglameriana","2000","EX","Extinct"
"Elimia pilsbryi","2012","EX","Extinct"
"Elimia pilsbryi","2000","EX","Extinct"
"Elimia pilsbryi","1996","CR","Critically Endangered"
"Elimia pilsbryi","1994","Ex","Extinct"
"Elimia pupaeformis","2000","EX","Extinct"
"Elimia pupaeformis","1996","CR","Critically Endangered"
"Elimia pupaeformis","1994","Ex","Extinct"
"Elimia pygmaea","2000","EX","Extinct"
"Elimia pygmaea","1996","CR","Critically Endangered"
"Elimia pygmaea","1994","Ex","Extinct"
"Elimia vanuxemiana","2000","EX","Extinct"
"Elimia vanuxemiana","1996","CR","Critically Endangered"
"Elimia vanuxemiana","1994","I","Indeterminate"
"Emoia nativitatis","2017","EX","Extinct"
"Emoia nativitatis","2010","CR","Critically Endangered"
"Empetrichthys merriami","2013","EX","Extinct"
"Empetrichthys merriami","1996","EX","Extinct"
"Empetrichthys merriami","1994","Ex","Extinct"
"Empetrichthys merriami","1990","Ex","Extinct"
"Empetrichthys merriami","1988","Ex","Extinct"
"Empetrichthys merriami","1986","Ex","Extinct"
"Epioblasma arcaeformis","2000","EX","Extinct"
"Epioblasma arcaeformis","1996","CR","Critically Endangered"
